,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A
P62805,0.159215991,-0.615959668,1.945832533,-0.533518131,0.474589063,0.63098883,-0.254523015,-0.38141215,2.450319082,2.311965956,-0.739082014,0.863385095,-0.198461292,0.750700819,0.299156872,-0.072332694,1.554164329,0.55112066,-0.268949239,0.258562007,0.158118729,1.186858873,-0.033280164,-0.033413678,0.119564074,0.65224852,0.106956371,0.03353512,-0.555646205
P62820,-0.104276541,0.144467584,-0.317014953,-0.215296213,0.557953104,0.298901887,0.235791484,0.261230268,0.23137358,0.01613049,0.284315296,0.059689251,0.178744696,-0.265108258,0.384715375,0.016102024,0.024310848,-0.253509716,0.265104651,0.165052278,-0.545442929,-0.243757826,0.152058262,-0.237369388,-0.213735657,0.246163173,-1.142754803,0.001344181,-0.33938604
P62826,-0.496085908,-0.361015921,-0.609453352,0.171914216,-0.745185887,0.790550097,0.046101011,-0.656548338,-0.686692498,0.319779697,0.215556261,-0.409324321,-0.164130715,0.045703867,0.139004831,0.211219825,0.459729536,0.198825176,0.12701056,0.224126124,0.806201922,0.796620687,0.555957994,0.617466066,-0.115033786,0.729650756,0.129180502,0.787767653,0.743238164
P62829,-1.540570958,0.846478934,0.095572876,0.136366632,0.351644386,NA,-0.848232818,0.710653763,-1.024742115,1.221640256,0.250836918,0.313893456,-1.586628805,-0.654943852,0.021032561,-0.450177445,1.056088494,-0.715298436,-0.117458405,-0.697807978,-0.611138775,NA,-0.194313692,0.222538093,-0.825216792,0.375113877,NA,-2.300348697,-0.405135088
P62847,-0.360204943,0.081411816,0.801180978,0.433714787,0.463662782,-0.941413532,0.822363713,1.265501354,0.344319198,1.51031347,-0.275068692,0.926671217,0.24852583,0.01645873,0.742672478,-0.481664245,-0.176969935,0.218254899,0.30933521,-0.273048075,-0.739764783,NA,-0.570170714,-0.891725436,-0.031004122,-1.103755823,-0.221772249,-0.47382968,-1.359595834
P62851,0.836351338,-0.076233338,0.271233365,-0.204974571,-0.213416882,-0.426448316,-0.348743709,-0.12801897,0.478706433,0.193349757,0.378143104,-0.085942954,0.1330112,0.196897821,-0.732091666,-0.018663209,-0.492289996,0.28799147,1.451450588,0.566969924,-0.895593983,-1.494571017,-0.161859203,-0.32079764,-0.698444496,0.049632767,-0.609950133,0.282162435,0.217694256
P62857,-0.429620322,-1.315064356,0.678881392,0.274306857,-0.093504213,-0.492186378,0.212260691,-1.693121087,0.086531863,1.047565893,0.458501449,0.711884278,-0.461969286,-0.038709868,0.116794639,0.189771696,0.042478746,-0.105987213,0.29919065,-0.217115513,0.244642766,-0.089395893,0.050720928,-0.716260667,0.095198667,0.337748547,0.234590699,-1.186074605,0
P62861,-0.642124751,-0.786462117,0.495054343,-0.117052713,-1.193121134,-1.35793357,0.614515299,-0.580626752,-0.260868781,0.463081856,-0.315805693,0.640134884,-1.909264039,-0.67717992,-0.06623482,-0.388673272,0.038154832,-0.004430961,0.023681929,-0.07935284,-1.028063137,-0.78767572,0.299498002,0.18337522,0.292266717,-0.119351917,-0.424498504,0.126246159,0.104553355
P62888,1.566729513,-0.669074511,1.101323589,-0.019541783,1.171044713,-0.967358793,0.936783066,-0.782056593,0.511061842,0.584452443,0.324654561,0.042957532,0.448579172,-0.048465362,0.699124209,0.331293436,-1.125424851,-0.347903699,0.125266751,-0.988147266,NA,NA,-0.51695475,0.437435341,0.600959064,-1.009507557,NA,-0.701345576,-1.156315531
P62906,0.619770717,-1.109420645,0.782551476,0.511151409,0.940317215,0.636687292,0.306798443,-0.051377562,0.359165847,0.983782189,0.29163361,0.369352267,0.012287355,-0.725396699,-0.548109171,-0.499980073,-0.26564498,-0.012392905,0.751442541,-0.52567353,-0.362948302,-0.206795849,-0.477809068,-0.468511609,-0.643757806,-0.487737719,0.160908296,-1.053628194,-0.397797493
P62913,0.52147258,0.212961849,0.752607079,-0.057017606,0.24248427,-0.631410509,0.16286068,-0.187906748,0.135157797,0.281829272,-0.203887134,0.130448148,0.009289799,-0.10722489,0.117487043,-1.48748298,0.348155581,-0.375793942,-0.2255462,-0.641560199,-0.295824279,NA,0.351936603,-0.254007668,-0.396741294,-0.156947809,-0.627920255,-0.133176801,-1.01531261
P62917,0.253011337,-0.417350831,0.213838916,-0.735814546,-0.109917033,-1.397283811,-0.094597668,0.060022356,0.261553426,0.812098004,0.80475025,0.17747836,-0.617478677,-0.295354684,-0.172468999,0.042093222,-0.10427408,-0.749557569,0.113276643,-0.512039593,-0.690288237,-0.406284984,-0.188060446,-0.894905866,-0.693036607,-0.28398984,2.81250216,-1.141962596,-0.366228863
P62937,-0.512490713,-0.727471338,-0.150415656,0.437807916,0.355358475,0.95701877,0.612815507,0.653025227,0.13680447,0.689342725,0.019460374,-0.334968058,-0.074780601,0.218797881,0.02001323,0.324972794,0.280540006,0.588722003,-0.030049943,-0.300643927,0.24881032,0.66209152,-0.07576382,0.497815302,0.126303919,0.357695532,0.518845091,-0.04411625,0.204117795
P62942,-0.419406166,-0.051520075,-0.112538346,1.243952087,-0.043456595,0.588431327,-0.039401602,0.083960662,-0.242237849,0.506468857,0.074185622,-0.263096026,0.39436665,0.56495902,0.196697101,0.906539442,0.392171969,0.640335373,0.391644107,-0.692610536,0.716604905,-2.13624026,-0.043205561,1.29236585,0.392836179,0.392044625,-0.088896374,-0.068480511,0.114725287
P63000,0.091980553,-0.710217538,-0.462031988,0.332018055,-0.339538937,-0.469735492,-1.096364368,-0.16033768,0.246562004,0.041990452,0.511461317,-0.144146056,0.585719022,0.287914032,-0.104230714,-0.509831661,0.200558495,0.852885713,-0.685172315,-0.441540253,-0.821378591,0.796750467,-0.315264825,0.312066066,-0.59994788,0.118342541,0.303077589,0.002023342,0.402906917
P63104,-0.244477373,-0.050781856,0.128959019,0.059900501,-0.162094383,0.194663018,-0.043751284,0.117624476,0.082391996,0.229805642,0.273233144,-0.050119161,-0.61671859,-0.13099814,-0.206846645,-0.31234648,0.216526217,-0.289357435,-0.579682808,-0.226101569,0.244742172,0.116590499,0.146114429,-0.480752129,0.044062153,-0.010594367,-0.666615436,0.021778881,0.04988351
P63167,-0.289983339,-1.27838996,-0.850692325,-0.772554933,0.094183646,-0.102146535,0.306735901,0.272526141,-0.777736273,-0.628165186,0.017615035,-0.271020985,0.271686938,0.176517333,-0.149451656,-0.116148518,0.00341659,0.088657179,0.473732645,-0.285784835,0.708167326,0.504750329,0.446573662,0.325039022,0.099284523,0.368549159,0.209262955,0.028801836,0.342053494
P63172,-1.381585939,-0.255575134,-0.817646784,-0.543197009,-0.792169766,-0.889725842,-0.857973717,0.28319394,-0.762877155,0.340436699,-0.31769764,-0.098842357,-1.251774119,-0.773592948,1.036698005,-0.782639437,0.102639266,-0.088090163,-0.129149247,0.466015803,-0.724015305,-0.42527021,0.866607919,0.108290353,-0.382081333,1.011242666,NA,-0.018429502,-0.032901113
P63208,0.696861028,0.367994424,-0.126551703,0.60807416,0.480088441,0.483771263,-0.17565691,-0.832399051,0.287223029,0.365023016,-0.159403817,-0.029617288,-0.076016107,-0.308129858,0.070084336,-0.15636233,-0.078344351,0.503198682,-0.169737437,-0.044150641,0.160765102,0.375729033,0.039355098,0.236223353,-0.082370024,0.537590484,0.256954779,0.00161159,-0.400001476
P63241,-1.809717553,0.293154327,-0.413413705,0.116711276,-0.440989644,0.290530256,0.112993177,-0.136018885,-0.763262522,0.160788547,-0.120104921,0.978518378,-3.882754702,-1.29289371,0.124362297,-0.057404861,-0.728066641,-0.364541911,0.015816274,-0.377875576,0.198615821,-0.04553574,0.308521489,-0.364902103,0.192274504,0.012964396,-0.614433423,-0.389038212,0.635714839
P63244,0.153270592,-0.842368884,0.040879361,0.977205708,0.12291101,-0.300587944,0.024907487,0.282205308,-1.020583331,0.324213525,0.29312546,0.3201312,-0.437960652,0.188278192,-0.467863275,-0.208906238,0.15386693,-0.246390383,0.039978697,0.621361764,-0.091600588,0.09451875,-1.131420485,-1.846185568,-0.483597048,0.051739055,-0.657845679,-0.428058105,-0.676465972
P68036,0.291602954,0.093149706,-0.115382799,-0.130156401,-0.261146014,0.515372748,0.551006446,0.397516175,-0.129786726,0.728866844,-0.62310317,-1.235258325,0.148898514,-0.847364569,-0.419944099,-0.018187223,0.960456605,0.263755424,0.657104192,-0.463928258,0.071968483,0.204212195,-0.162417144,0.948718471,0.084040213,0.590346137,0.49249134,-0.059042715,0.948386833
P68366,0.124116079,-0.127710378,-0.101942573,-0.09869485,-0.586469397,-0.240493131,0.069397889,-0.019114426,-0.534027673,-0.582411426,0.083105892,0.151580731,-0.18863763,0.371477649,-0.037822962,-0.342311369,-0.277044518,-0.157101241,-0.051675942,0.237716511,-0.050433413,-0.7462061,0.113494135,0.101317505,0.145003163,0,-0.565575308,-0.164968595,0.138263273
P68402,-1.129105705,0.841917788,0.075454144,0.02654095,0.535790996,-0.54630563,0.409969976,0.339322011,0.326704877,1.581989699,-0.290756459,-0.402594617,-0.001548557,0.515750743,-0.994867058,0.595490149,-0.320155828,-0.196845156,-0.997774184,-0.265705105,0.710806361,0.165356911,0.998092388,1.040425389,-0.85464281,0.06926413,NA,0.6141443,0.247627125
P78344,-0.209570355,-0.822902748,-0.263532371,0.285602041,-1.345865236,NA,1.170936549,0.404053385,0.164339773,0.461045641,0.358217397,-0.570442341,0.369821999,0.615271806,-0.168401949,-0.115569045,-0.634408084,-1.198378967,-0.084330197,-0.689721794,1.306110537,NA,-0.505517598,-0.145277264,-0.337559611,-0.505160468,1.070055675,-0.427533305,-0.83060866
P78371,-0.156667586,0.471145554,0.21868859,0.063997751,-0.124614031,0.13509333,0.402221149,-0.010092576,0.325221143,0.409435948,-0.097390747,0.353070167,0.117253982,0.177086106,0.283575192,0.203980136,0.275965943,0,0.170508859,0.341339241,0.200951902,-0.216832494,0.439134043,-0.212815502,-0.004935068,0.023066918,-0.288510353,0.192143018,-0.039795716
P78406,-0.617999452,1.075182557,0.502347754,0.408109226,-1.09397122,0.87982465,-0.652586521,-0.151432641,0.291369404,0.05670384,-0.481000913,0.163805671,0.53521805,-0.364353495,-0.640420349,0.214208619,-0.246085671,0.079754909,0.187533899,0.25957501,0.799699076,0.893299661,-0.056629356,0.883065969,-0.267845466,0.101980953,-0.075772447,0.158997352,0.50820963
P78540,-0.211718005,-0.192274786,-0.52593118,-0.525964891,0.298268317,0.05270821,0.22885162,0.001573882,-0.11376193,-0.453257874,-0.020060557,-0.07921579,-0.533304596,0.244785281,0.264916563,0.304983732,-0.067868458,0.011575848,0.212388563,0.126359079,0.607964073,0.337842707,0.684067974,0.460169066,-0.113394902,0.409790013,0.119967207,0.8138573,0.246715665
P78562,0.383408416,-1.64206793,-0.260894009,-0.481706526,-1.953050632,-0.240308098,-2.662353649,0.74664535,1.411588563,-0.360891213,0.480555614,-0.166855549,0.480303311,1.714417985,-1.119229228,-0.467707054,0.50746444,0.553751863,0.271669175,0.782325799,-0.096240961,-0.028715764,0.123540331,0.003689722,-0.440489939,-0.922871281,0.739470762,0.345446689,-0.673655888
P80303,-0.012479688,0.448022236,-1.035052171,0.06237179,-0.757644596,2.763186679,0.267661338,0.020134179,0.588342109,-0.256981673,-0.6115246,-1.185932111,0.531936649,0.14678201,-0.729810131,-0.44847769,-0.310029746,-0.052436639,-1.497766617,0.337292224,0.289399406,-0.315071612,0.780718988,-0.717657991,-0.006489984,-0.270646667,NA,-0.423686333,1.116081784
P80723,-0.117359082,0.535493178,0.861811092,-1.359500778,0.973408144,1.212069519,-2.876121032,-1.243670856,0.696251405,-0.210327925,0.332326368,0.422922114,-0.171733673,0.071835164,-0.587075516,-0.456032977,-1.607092367,NA,-0.788594152,-0.069833558,1.448327696,0.00107514,-1.316429368,0.740430313,-0.640152021,-2.812799685,0.327551346,-0.000881112,-0.615998647
P82909,0.35848697,-1.587873274,-0.499024676,-0.608386661,0.032644431,-0.642580767,0.439157619,0.5177829,0.300395523,-0.504908717,-0.354503095,-0.337321238,0.49019307,0.431300353,0.335016782,-0.737594419,-0.270579767,-0.096076551,-0.952996323,0.190132981,-0.539620263,-1.18832423,-0.154132544,0.152660879,-0.225824857,-0.248671821,0.770990568,0.115952778,-0.133401519
P83731,1.311060296,0.416421559,0.314859471,-0.195143216,0.474932613,0.39677411,-1.234214468,-0.328835188,-0.21009344,1.352948054,-0.026033637,0.137732233,0.332917035,-1.939666837,0.126874805,-0.127209625,0.031636642,-0.602104709,-0.423703681,-0.778502135,0.360264967,NA,-0.2067696,0.29216452,0.041800129,-0.818839203,0.139938411,0.568062826,-2.049189533
P84085,0.584819272,1.201078309,-0.262765359,0.375779539,-0.154093976,1.079011484,0.312297166,0.457964556,0.817129186,-1.286427802,0.405135573,0.618757661,1.510175045,0.500919246,0.378408082,-0.532246142,0.384549277,1.216590182,0.406774969,-0.266941033,-0.739265589,0.696167263,0.073847017,-1.119387345,0.617709009,-1.284436776,-0.261918302,0.09668367,-2.073114766
P84098,0.769245205,-0.247895687,0.651432898,-0.568623487,0.006495199,-2.244657462,-0.039527132,0.434194545,-0.922814301,0.748724746,0.478764338,0.120917207,-0.658489927,-0.271844519,0.144903706,0.333068244,-0.190955228,-0.140249175,0.623546183,-1.749996256,-0.406370539,-1.307994285,0.124490775,-1.110851242,-1.261533797,-1.137195203,-0.204367921,0,-0.01593386
P84550,0.898040688,0.231717247,-0.5826668,0.053110338,0.203850734,0.24040254,0.438626451,0.041776913,0.184943314,1.227427509,-0.621440703,-0.110671216,-0.091437327,-0.209343596,1.010909532,0.014585626,0.75514066,0.929132845,-0.141963452,0.330739405,-1.128883279,NA,0.733943397,NA,-0.014734594,-0.70544365,-1.699196326,0.404721049,0.052248965
P99999,-0.437169314,-1.326418551,-0.032917234,-0.326047432,-0.3998393,-0.132444977,-0.176844484,0.072910155,-0.180070724,0.236871203,0.054691414,-0.063416218,-0.125590933,0.335270174,0.371462553,-0.003166826,0.041650966,-0.139682049,-0.088155635,-0.499559806,0.201555927,0.239418811,0.40836465,0.357681037,0.07417444,0.349471501,0.677310872,-0.022924525,-0.642807878
Q00169,-0.581784686,0.04420321,-0.409672858,0.57010352,-0.291442111,0.359038285,0.437580229,-0.137758564,-0.546827177,0.075598503,0.15838209,-0.206307536,0.694625453,0.018841372,-0.547506097,0.573268329,0.519639954,0.079931786,-0.26948216,0.149899599,0.939051026,0.613908573,-0.398545412,0.584509677,0.294781566,0.388339546,0.539416571,-0.242015818,0.320905896
Q00325,0.574378947,0.355618366,-0.209153931,0.29203785,0.348129655,-0.288229214,-0.186729901,-0.162489887,0.227524958,-0.676019006,-0.519647202,-0.260217451,-0.091232027,-0.123416006,0.74636938,0.043622431,0.354441143,0.522753572,0.236332089,-0.196068853,-0.41817797,-1.320556264,-0.632199861,-0.487554328,0.346108646,-0.271177762,-0.557082229,0.723908089,-0.408057759
Q00535,-0.208530047,0.564105682,-0.15474653,0.006328489,-0.661992784,0.163618887,0.05758547,-0.406014748,0.227865004,-0.326865293,-0.150272559,0.095725128,-0.533328932,0.11860511,-0.227334394,0.126193158,-0.217830474,-0.112008731,0.015496719,0.239095509,0.083086579,-0.414565179,0.137818223,0.191025468,-0.171662219,0.734361657,-0.318813302,0.15643831,0.075492299
Q00610,0.648831469,-0.096293562,0.122410874,0,0.022194653,-0.218068584,-0.162688949,-0.093692484,-0.464149423,-0.810526278,0.214311648,-0.028317046,-0.058395606,0.014855751,0.332935851,0.310822222,0.354009163,0.288060735,-0.043627143,0.124920783,-0.30336509,0.111613307,0.349087896,0.321684239,-0.075481803,0.244390422,-0.351862628,0.174395535,0.050661833
Q00688,-0.282814807,-0.458962777,0.155227326,-0.012078385,0.448291989,-0.185092132,0.255576948,0.633284817,-0.370236478,0.500797151,0.468303121,-0.032423126,0.266956148,0.170544499,-0.216830946,0.157006711,-0.480845557,-0.250023624,0.356985213,0.182978558,0.136528272,-0.167503347,-0.632770764,0.123281725,-0.263078732,-0.108182643,-0.318310923,-0.287815643,-0.207828964
Q00765,-0.856519799,0.033928272,0.216785094,0.230473106,0.443711666,-0.727500873,0.03264208,1.38282492,0.139835548,0.151531286,-0.206175327,0.246611383,-0.780872046,0.843421633,-0.131942531,-0.8419897,-0.502679384,-0.022842094,0.438231287,-0.58389132,-0.067562847,NA,-1.085140112,-0.477635681,0.689216371,-0.293602338,-0.21027459,0.437626398,-0.114950755
Q01433,-0.765052555,-0.817851575,-3.632766556,-0.568001188,NA,0.931566648,-1.387510342,-0.812361629,-1.237761562,0.26585016,-0.668745769,-0.080187944,0.458141384,-0.709444415,-2.152287559,-0.135652012,0.806540132,-0.423474108,-0.674406649,-0.970783167,0.293190397,0.095756292,-1.567174056,-0.276195846,0.662036714,0.753091925,0.174846104,-1.952827831,0.74297931
Q01469,1.445712755,1.013756664,-1.524834595,0.117282378,0.291982027,1.169647811,-0.571733039,0.117772843,-1.150377036,1.078692659,0.100328863,-1.293130792,1.043331848,1.327152388,NA,-0.824180419,-0.30754694,1.943100785,1.322499194,0.290768361,-0.01372734,0.016543194,-0.277686357,-0.252890019,0.404212609,-1.53169202,-0.657679094,-0.05108813,0.189864473
Q01518,0.086910391,0.91329751,0.102107657,0.502043792,-0.475624253,0.468256412,0.317859273,-0.466207681,0.060887001,-0.077692293,-0.19691825,0.038526607,-0.295458838,0.636851599,0.332274409,-0.22502169,0,0.357033807,-0.035097789,0.40723627,0.62284128,0.189504334,-0.000958477,0.153296484,0.355296889,-0.043590067,0.053507276,-0.152905509,-0.164613155
Q02218,-0.546673358,-0.43717137,-0.284398214,-0.084036288,0.03417131,-0.645302371,-0.228898523,0.025752494,0.071760411,-0.526035959,0.070751915,0.130219847,0.212230037,-0.134757471,-0.201194845,0.360468697,0.129587569,0.203208425,-0.353181807,-0.232893062,0.176799019,0.236482287,0.160474072,-0.376367087,0.111007189,0.051536134,-0.087979465,0.081712928,-0.315377727
Q02252,0.817037991,-0.446216645,-0.211439997,0.337890985,0.413667877,-0.263131601,0.325255248,0.450404465,0.373952146,-0.364738996,-0.09900836,0.07957963,0.898592298,-0.414049021,-0.08380801,-0.283307553,-0.186326677,0.673484011,0.562605436,-0.062883616,-0.794836706,-0.495632013,0.466551523,-0.453781582,-0.056045074,0.075358922,0.173084758,0.648457592,1.022049161
Q02750,-2.039891949,-1.22790229,-1.812954271,-0.888066343,-0.980587359,1.791740053,-0.85713266,-1.95399066,-1.323362508,0.240036295,-1.45233399,-1.537702592,0.808902599,0.415989951,-0.197909017,0.344056803,0.146180681,0.680173392,0.738510729,0.044333737,0.52833623,0.895905818,0.494959206,0.482873378,0.675334867,0.032843216,0.5999054,-0.353889791,0.971559199
Q02790,0.184228315,0.150898708,0.269717295,0.647395621,0.120207393,-0.007931166,0.094981958,-0.03442018,-0.374308856,0.287243962,0.677632158,0.098330005,-0.351239371,0.239110281,0.262122573,0.229926385,-0.432206431,-0.274831544,0.080291494,0.011141486,0.155972549,0.164906215,-0.440084552,-0.22803962,0.265225386,-0.056235766,-0.652381758,-0.149635996,0.056019721
Q02878,0.651828769,-0.128065512,0.425980362,0.82373795,-0.472879632,-0.392652931,-0.300571827,-0.366695618,0.28239134,0.182440367,-0.277149732,0.580868654,1.459720266,-1.213455786,-0.055806474,-0.181224212,0.37913964,-1.340194495,-0.397973793,0.335720621,-0.088373705,NA,-0.246715447,-0.161058557,NA,0.125113865,0.470484823,-0.421801503,-0.917806382
Q02978,-0.061678084,NA,-0.607691019,0.413999939,-1.049717519,NA,-0.123242558,-0.326927407,-1.970487713,0.209704808,-0.753180648,-0.051507555,0.375750929,-0.743159823,-0.275666664,0.153969587,0.400439132,0.590041674,1.175092573,-0.981429907,NA,NA,-0.753800938,-0.776820155,0.325821046,0.060957208,0.60601792,0.173774302,0.170847641
Q03426,-0.857610088,-1.014337926,0.051034796,0.34813342,0.404195481,0.213017245,0.265952722,0.725800223,-0.36749917,-0.244585676,-0.046802312,0.672762875,-0.018222728,-0.931414746,-0.490401528,1.150022605,-0.035577415,-0.707240797,0.369062655,-0.812185599,-0.173520638,-0.666224543,-0.502298001,-0.564122413,0.140101924,-0.640446333,-0.445487325,-1.094274163,0.298466007
Q04446,0.521273368,0.257419792,-0.069288025,0.371997662,-0.751257279,-0.636664951,0.036321511,0.118526865,-0.470516494,0.183027032,0.437023391,0.099545676,0.388064812,0.358378202,0.022863474,-0.127799861,-0.157724781,-0.239500564,-0.025169222,0.044433405,0.090848356,0.014039,0.291758299,-0.729671418,0.063727157,0.279593458,-0.666104861,-0.421684005,-0.13545336
Q04637,0.066069534,0.51031431,0.076071615,-0.719330192,-0.734116682,-0.598259994,0.691733111,0.015930698,0.186899847,0.899658082,-0.064388258,0.721896296,0.670383341,-0.95123501,0.398241721,-0.706224468,-0.456122778,-1.043276564,0.132154011,0.191016089,-0.002993218,0.542407065,0.532163948,-0.011204962,-0.302503662,-0.215505733,-0.258757281,-0.543255887,0.094669773
Q04760,-0.53179106,0.023052076,0.067068316,0.557599208,-0.058079711,0.607068669,0.129151745,-0.403376837,-0.149420708,0.828909014,-0.363288026,-0.165638927,0.004232848,-0.341443517,-0.099281111,0.680589358,0.185465898,0.629097329,-0.158810777,0.119741607,0.025844265,0.333574672,-0.004245304,0.392621102,-0.867515158,-0.402226278,0.287607048,-0.030862708,0.237671001
Q04837,0.633731262,-0.252351502,-0.002289714,-0.301715547,0.537391173,-0.079552063,-0.177472449,0.442661321,-0.040689408,-0.211806884,-0.044439606,0.259253224,0.018230803,0.015432617,-0.024286528,0.121183571,-0.084736087,0.080702461,-0.49956108,-0.313709199,-0.634450704,-0.002618619,0.399683299,0.564326583,-0.52286112,-0.144160383,0.359991392,-0.024780366,-0.408148631
Q04917,-0.201338055,0.212092229,0.131006259,0.374127923,-0.656622903,-0.590971381,-0.151212751,0.527574965,-0.493766895,0.336057338,0.540576561,0.513648681,-0.503544162,0.077126299,-0.124291438,-0.100046908,-0.456147276,-0.251150928,0.041378275,0.058744896,-0.160564554,-0.204184486,-0.000738669,0.269249121,0,-0.176295541,-0.197137355,-0.1222073,-0.244325047
Q05639,0.152959805,0.004296023,-0.963312078,0.19225682,NA,-0.981988086,0.18551261,-1.253425981,-3.885919548,-1.446090731,0.188714932,0.993581021,-0.905004259,0.179925993,-0.090591775,0.079730866,-1.78753636,-0.341881437,-0.041965599,0.426188857,-2.066554797,NA,0.837574468,-0.42119215,-0.234829237,-0.074909996,1.061379919,-0.364920047,-0.238061933
Q05996,-1.060748818,-0.509617912,-1.521513985,-1.076247886,-1.429475951,-0.278108392,-1.294778526,0.441502132,-0.097371241,-0.17908172,0.75721846,0.683072093,0.087087559,0.776831698,0.308406606,0.334677299,0.513916713,0.33545729,0.130058077,-0.030212585,0.135630898,0.016262033,0.247330822,-0.234357437,-0.144902887,0.250637652,0.76048687,-0.079278658,-1.221660758
Q06033,-0.152169946,-0.151824368,-2.349227587,-0.832853914,NA,0.521928776,-2.105168329,-0.999631419,-2.812678275,-0.700506675,0.872091273,-1.591985938,2.078920646,0.610741654,-0.685400592,-0.964160082,1.756992616,0.657694389,1.164049295,0.552035631,0.54204417,1.184360593,-0.195026197,-1.608566058,0.667505299,0.510492137,3.30273951,0.996405884,-0.5626847
Q06203,0.068786371,0.507480478,-0.512055835,-0.512885337,-0.381827408,-0.353955138,0.048293942,0.159324598,-0.250582744,0.432814801,0.294373461,0.133940395,-0.661636112,0.133559675,-0.652530787,-0.027100392,-0.734230066,0.471306058,-0.26714757,0.445501666,0.194521146,0.49016208,-0.095415213,-0.520146217,-0.350776368,-0.244926251,0.183223792,-0.052369961,0.591595855
Q06830,-0.226308177,-0.042699973,0.169283352,0.057255756,-0.33629906,1.016445593,0.451749261,-0.001986149,0.007885871,0.409295143,-0.233863054,-0.105325137,-0.215128578,0.420615065,0.159300524,0.347060567,0.31951977,0.433272935,0.447998746,0.484903673,-0.492727815,-0.038521449,-0.789057494,0.673834355,-0.016560615,0.634587443,0.343058903,-0.469371212,0.369543914
Q07020,0.247583165,-1.117804312,0.410460589,0.095897114,-0.501035413,-1.371740127,-0.229356578,0.069899704,-0.50968868,0.340601721,0.012765064,0.784950201,-1.032409157,-0.219930023,0.180113086,-0.52035345,-0.183106442,-0.257454967,-0.600030124,-0.470009582,-0.097290321,-0.334241794,0.301437403,-0.528855989,-0.673963926,-0.051443754,0.010908724,0.044409758,-0.773668791
Q07021,-1.095941539,0.912070234,-0.804649674,-0.536811541,0.091625129,0.13819633,-0.345220733,-0.071561039,-0.695417317,0.164879804,0.020545733,0.052020976,-0.467615077,-0.187522115,0.208397765,-0.008556516,0.148767708,0.115795901,-0.05344976,0.315113134,0.952448004,-0.231620297,-0.091709334,0.392936524,0.683993502,0.21561492,0,0.578193888,0.301906467
Q07960,0.240780499,-0.108217674,0.032410054,0.060158743,-0.166103895,-0.452478192,0.192077114,-0.110528179,0.432381397,0.54221556,-0.311363972,-0.412543723,-0.703521181,0.361037461,0.096596732,-0.608659524,-0.208007951,0.135905514,-0.287709108,0.058674222,1.32675872,-0.518368183,0.490687181,-0.122159955,0.526899644,0.230815277,-0.82048319,-0.368696486,0.561109616
Q08257,-0.249705075,0.52281749,-0.247629817,-0.686696552,-0.211948632,0.706873654,0.427755502,-0.015571554,0.339236584,-1.402534945,-0.247796006,0.306022851,-0.41308622,0.403480677,0.07183432,-0.272819014,0.076887662,-1.41282986,-0.073054202,0.160208869,0.080115291,-0.358328418,0.298670164,0.047597621,-1.117849353,0.373661578,0.582051308,0.491463648,0.266905915
Q08431,-2.140418539,-1.23305652,-1.42351153,-1.805347981,-2.314722887,-0.101635644,-1.510217284,0.020234545,-0.590059511,-0.780654299,0.461036935,1.212686379,-0.381200754,0.911630625,0.603375056,-0.091622188,0.133424367,0.612205475,0.359379693,0.121551012,-0.461393457,-0.173068302,0.060569008,0.215319375,-0.62273837,0.612877968,0.343943541,0.648568073,-0.55025152
Q08722,1.095458518,1.6424965,-0.074002197,-0.923447063,-1.041690545,-0.16014092,-1.986090057,-0.839983847,0.649186599,-0.60775682,-0.093981209,-0.202156551,0.618771599,1.152289997,-0.65549254,-0.273681906,-0.452083372,-0.310503351,0.478661111,0.107929515,-0.128477531,NA,-0.77051786,-0.545371438,-1.707065923,0.700820308,0.862665895,0.286971338,-0.664636341
Q09028,-1.899378213,-1.028924965,-2.441789899,-2.25564698,NA,0.495368664,-0.876633759,-1.479684153,-0.224338999,4.248253373,0.406028526,-0.735273242,-2.108513467,-1.323998883,2.156664646,0.384737019,0.433304966,0.941642728,0.336355943,-0.693375923,0.578046963,0.442686723,0.626608305,1.857669681,-1.057302169,1.511217047,2.104048097,2.41835604,0.345390631
Q10471,-0.410869645,-0.457105001,-0.123344018,0.812373098,0.423408648,-0.468552694,0.061273254,0.923408597,-0.053422345,1.142203328,-0.525264319,0.7768531,-1.157834179,-1.429818944,-1.611256193,-0.127932316,-0.406943649,-0.711410735,0.097631527,0.262794849,NA,-0.642267618,0.197668846,0.834885597,0.810771149,0.169497611,-0.828442559,0.34550385,0.491198306
