,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A
P11233,-0.338231971,0.274924957,-0.481762553,0.032579863,-0.965195871,0.100441903,-0.20978265,-0.137722145,-0.314852006,-0.539451147,0.40117521,-0.220524763,0.046697891,-0.784081554,0.084082019,0.251142536,-0.337908032,0.433622013,-0.200619095,-0.005255314,-0.459117857,-0.235036419,-0.367802894,0.356134598,0.584932006,0.035359202,0.372001232,-0.379098511,-0.760994555
P11234,-0.414903571,0.367193106,0.121650078,0.016962489,0.322290787,-0.231612156,-0.305047113,0.17248623,0.116489249,-0.476704644,0.417160559,0.208929329,-0.577106036,0.382432833,-0.329833575,-0.066714007,0.330568905,-0.17838649,0.171674142,-0.035264607,-0.11936749,-0.166210984,-0.52298839,-0.012145784,0.125648258,0.179907715,0.674945873,0.119674431,-0.007686684
P11279,0.262525584,-0.916891464,0.309056555,0.540141963,0.054170369,0.039463384,-0.164746851,-0.170787323,-0.130393088,-1.286449212,-0.179757225,0.382787889,0.187805967,-0.019355317,-0.678278407,0.390847305,-0.037439845,-0.579456026,-0.424946612,-0.273272784,-0.333666807,-0.084789202,0.131531488,-0.365280255,-0.480294609,-0.034483318,0.26297867,0.02056267,0.28131615
P11310,-0.50450541,-1.27273994,0.375611038,-0.763438141,0.570174561,-1.116757069,-0.363540261,0.322118024,0.050944066,-0.292778143,0.430723588,-0.574267066,0.280884522,-1.30596978,-0.131284343,0.298472398,0.331271735,-0.386331704,-0.731962707,-0.539295524,-0.818750346,0.375519244,0.493096119,0.029107218,-0.336492821,-0.434839525,0.758913701,-1.250962445,0.022500223
P11413,0.10447372,-0.29355823,-0.0498433,-0.052549597,-0.698371979,0.381447347,0.329299513,-0.172591194,0.101490675,-0.236149753,0.212610816,-0.152286316,-0.140716076,-0.083425433,-0.117790446,0.287834674,0.204620999,-0.007134903,-0.040302884,0.002795021,-0.082492007,-0.789720671,-0.54154463,0.138936084,-0.243901106,0.235813721,-0.102037864,-0.053960107,0.16790193
P11498,0.090763983,-0.371165641,-0.414744501,0.075943048,0.653991394,0.041164694,-0.595459446,-0.39736295,0.037304171,-0.26766628,0.592335736,0.06048615,0.439132417,-0.350958083,-0.284582281,0.590123201,-0.770051085,-0.333789428,0.302170616,-0.342836333,-1.290796449,0.284129153,0.2862651,-0.737788763,0.183593554,0.13810332,-0.069304846,0.118390772,-0.162053243
P11586,0.125484003,-0.250994938,-0.187179756,-0.358980762,0.271277569,-0.986246547,0.330705584,0.417396226,0.530532543,0.259322544,0.325122201,-0.230760755,-0.338737148,0.196049379,-0.258376665,-0.090959406,0.350809067,-0.087596772,-0.057050309,-0.160070637,-0.58327932,0.04067223,0.12817695,0.154286252,0.127479417,-0.6100571,0.031662527,-0.403676636,-0.054172351
P11766,-1.278967576,0.280364709,-0.056040351,-0.153494694,0.296291762,0.390601762,0.021039305,-0.797268206,0.025827289,0.729130941,-0.568935826,-0.543752673,0.517070875,-0.047408397,-0.683757279,-0.058399452,0.231009442,0.198721715,0.131920516,-0.028709088,0.040557553,1.049963375,0.417103267,-0.257664042,-0.252637958,-0.413150728,0.556763104,-0.658504046,0.829322024
P12004,-1.825838776,-0.928753559,-1.73810514,-1.682835095,-2.35486094,0.740001991,-1.750601825,-1.73485588,-1.75987037,-1.125506303,-1.426623439,-1.265612182,-0.029115587,0.514356761,1.182146788,0.230268269,0.764951218,0.385419426,0.714055746,0.627233466,0.759781534,-0.046641742,0.400130848,0.303709425,0.587254448,0.573471793,0.423460891,0.331162304,0.305570716
P12081,0.745804624,0.257221715,-0.09689971,-0.129238147,-0.22821243,-0.433732398,0.152138256,-0.321222395,0.238447233,0.657500785,-0.37418816,0.975130205,-0.053241154,-0.788212067,0.161115416,-0.374844906,0.124209275,-0.238101044,0.002066638,-0.418507715,0.108269963,-0.458119637,-0.117837527,0.039314214,-0.516643039,-0.200162343,-0.77511222,-0.806022453,0.226510677
P12235,-0.955218234,-0.540529411,-0.342775441,0.985453277,-0.651969421,-0.009397644,-1.284389624,-0.288309518,-0.671665254,-0.093124038,-0.727245335,0.411555549,0.347680906,-0.679564995,0.391391945,-0.993971801,0.412300549,-0.116271464,0.056904795,-0.748677924,-0.1262804,NA,0.335689844,1.150314503,1.1961942,-0.588011137,0.143783243,1.530218444,0.68887387
P12236,-0.096377656,0.132702334,0.534293584,0.183057182,0.7328007,-0.540014248,-1.856189572,0.451047717,0.45182318,-0.052290947,-0.331321104,0.58823423,0.917667654,-0.150424565,0.318022577,-0.279849912,0.993922862,0.478603186,0.757116709,0.60851877,-0.795549782,1.845930551,-0.423369988,-0.629695558,0.815059082,-0.393781737,0.025128541,0.117272491,-0.636376298
