,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A
O94826,0.149068661,-0.542920432,-0.058997143,0.227610877,0.278072471,0.183229855,0.080833597,-0.01151643,0.196574991,-0.942182795,-0.013220277,-0.036907932,0.005531184,0.135790503,-0.344824352,0.150352938,-0.173116133,0.597801641,-0.088921684,-0.069747115,-0.027287063,0.267580938,-0.044121818,0.136801186,-0.01608706,0.345679172
O94885,0.260066906,1.222431537,1.927807967,1.917133861,1.517054349,-0.16992825,1.657328956,0.833981105,-0.463604742,1.488449258,-0.025095446,-0.379278121,1.079781888,0.832575433,1.535926552,1.254345682,0.684346319,NA,-0.998629673,-0.218971397,-0.105908186,-0.014226531,NA,-0.728390894,0.354628515,0.440024466
O94919,-0.170301606,-0.527502003,0.194274085,0.354443739,-0.210488124,0.897194746,-0.357033422,0.017942531,0.031693047,0.194729188,-0.528432018,-1.505897066,1.592163904,-1.1668274,-0.966031612,0.232432733,-0.203513148,0.914456732,-0.024452417,0.091913525,-0.086720195,0.09796312,-0.311730125,1.01510489,-0.152719477,1.148900143
O95081,1.69058068,-0.220326487,0.33795156,0.636589032,0.288475612,-1.288314067,0.737057845,-0.349155793,-0.554551473,0.060746512,0.88414555,0.390946819,0.48552594,-0.940374107,-0.361376795,0.96825045,0.105536606,NA,-0.508695954,-0.802844795,0.263614746,-0.040789555,-0.149756696,NA,0.516964298,1.141415222
O95168,1.202234597,3.82262013,-1.534820169,-0.668471277,0.506359229,-0.479550315,-3.478386174,1.071474389,0.663458,-1.934871036,0.13092331,-1.114083435,-1.480534712,-0.088506468,-0.471389765,0.919678318,-0.47036289,-1.003161092,1.52896483,NA,NA,1.32032259,0.660734043,1.585468666,-0.793970603,-1.54386195
O95197,0.135089251,0.239741049,-0.503633648,-0.466643745,-0.049879585,0.353148272,0.127384128,0.110665995,-0.154030537,0.620370734,-0.231332433,0.279651717,0.048603969,-0.648233205,-1.118554161,0.002881438,0.149080703,-2.024838883,0.232150209,0.044940882,-0.188093017,1.458427357,0.891776915,0.521028344,-0.294443479,-1.135354933
O95202,-0.194543673,-0.151114629,-0.84407291,0.393785744,0.573534639,0.817132346,0.162168441,0.634614072,-0.625349494,-0.436784779,-0.931046581,-0.327328708,1.192745887,0.707296372,-0.046978258,0.63254614,-0.229245068,0.802729456,-0.585499892,-0.553158504,-0.445657294,0.302626266,-0.051673839,-0.552798013,0.399436529,0.107257673
O95219,0.260888349,0.160093036,0.137056988,0.306439676,0.156047031,-0.36368243,0.109158853,0.846209694,0.723294543,-0.015721223,0.0882139,0.265917843,0.277307709,-0.487137787,0.492165381,-0.407801312,0.239732898,1.52075584,-0.19828932,0.015551752,0.853021385,0.841113269,0.370432986,-0.137065604,-0.952824432,0.134495332
O95292,-0.207381573,0.297126332,-0.555372748,-0.751976908,0.638818498,0.244705493,-0.085528937,-0.100280577,0.746128783,-0.472665164,-0.007933148,-0.274115842,0.816401972,-0.002966395,-0.229287363,0.332200063,-0.625939473,0.726485732,0.479696994,0.212236588,0.202085322,0.591712125,0.451858611,0.334392436,-0.466026459,0.911769978
O95299,0.065865655,-0.115223506,-0.998306411,0.627882899,0.838165829,NA,0.222257353,0.25992835,-0.644322072,0.081710537,-0.834131373,-1.527648495,-2.186600968,0.340498671,0.327720394,0.269479943,0.414656134,0.655118821,0.650327254,-0.23605686,-2.295726271,1.051101152,NA,NA,-1.419991064,0.190940956
O95336,0.322847639,0.104793478,0.356344399,-0.207819157,-0.091399251,0.287158131,-0.031925608,-0.051984358,-0.624971231,0.695531735,0.55154863,0.251330974,-1.307739109,-0.793683914,-0.406658999,-0.735356079,-0.215091975,-0.513023956,0.135276062,0.922564739,-0.312874942,0.349055961,0.279041463,-0.438612262,0.187579504,-0.508267235
O95373,-0.96187068,0.676554697,-0.105281951,0.139704017,-0.772330749,-0.002961277,0.480426956,-0.951554957,0.374043386,-0.459800407,0.925555604,-0.029236504,-0.40725389,-0.241937543,-0.811223941,-0.914351094,0.475998376,NA,0.549430849,-0.607892145,-0.904908869,0.344967987,0.736861874,-0.685666839,-1.75274747,0.508512978
O95394,-0.372574516,-0.896651576,-1.650050698,0.007278848,-1.153731881,1.274206961,0.604969524,0.805396193,0.263298832,0.566582846,-0.071986592,-0.206376876,-1.23723238,0.17438174,1.754705849,-0.440649874,0.600846068,NA,-0.713326672,-0.365242412,1.215037776,0.004765962,-0.23298293,-0.71898908,0.305582248,0.385384376
O95433,-0.125502519,-0.195625654,-0.713655457,-0.232994575,-0.332450268,0.12678651,0.03820183,-0.603957081,0.015762332,-0.761656588,-0.492447266,-0.511327977,-0.633425356,-0.190372989,-0.70197986,-0.470025789,-0.668355358,NA,-0.35178879,0.000791757,-0.468396245,-0.197668208,-0.917524307,-0.279512498,0.284859146,-0.508652358
O95571,-0.023397291,-1.18358846,-0.36116809,0.21205558,-0.977613142,0.624809257,0.190183347,-0.196958655,-0.744184384,0.141885274,0.184957978,0.240601943,0.302549264,0.028454322,-0.524988362,0,0.355558168,0.209416811,-0.454816661,0.171583725,-0.458154164,0.35364672,-0.479146157,0.014536952,0.279497608,-0.987894215
O95573,0.356227665,-0.453747609,-0.895462183,0.239037585,-0.333468878,0.036053323,0.109015849,-0.503948003,0.410062487,-0.89011998,-0.539438254,-1.19094159,-1.43710531,-0.666326498,-0.656155598,0.164243546,-0.324712424,0.627831663,-0.584324663,0.201490371,-0.175107366,-0.03932523,0.287231737,0.494245763,-0.466480325,0.227658667
O95671,0.103828199,0.044322781,0.311313431,0.200434895,-0.39033549,0.166463786,0.41607669,0.23004063,-0.016023376,-1.291567571,-0.377683224,0.084259437,0.066787952,0.50552976,0.031510449,0.036916783,-0.018307782,-1.675170986,-1.156172065,0.297575717,-0.639244527,-0.983318613,0.662941443,0.038883244,-0.007733748,-0.040971949
O95674,-2.416943293,0.373622863,-0.364388135,0.13562681,0.242081852,-0.145078359,-0.47883536,0.292642036,0.479329448,0.118924028,-0.079605609,0.304258627,-0.945550758,0.033032757,0.394820109,0.710289462,-1.29321908,0.748622106,0.136150297,-0.341018286,-0.364317402,0.389693956,0.045281175,-0.132121067,-0.021943504,-0.100414446
O95716,0.26425378,0.415901212,0.172075037,-0.104466749,0.749898234,-0.846364513,-0.468727638,0.180730354,-0.33915505,0.091781517,0.031613192,-0.50669497,0.00068667,-0.236054179,0.088074831,-0.29618522,0.739997978,0.067884863,-0.28384025,-0.357077484,-0.227092618,-0.075434188,0.354688063,-0.527947793,-0.309648966,0.120312872
O95757,-0.219977204,0.066530737,-0.393844629,-0.700324678,-0.13054433,0.128753086,-0.047798778,0.087036273,-0.12820887,0.274381986,0.555371756,-0.296711218,0.192360051,0.28192985,-0.277166404,-0.088218142,0.0327397,-0.530030784,0.121701448,-0.320220905,-0.001045658,-0.103760498,-0.205340253,-0.54676953,0.124625643,0.364670374
O95822,-0.626299633,-0.496445884,0.05580284,0.146056535,0.13486624,0.886370901,0.104122038,-0.208531518,-0.542593935,-0.741036649,-0.808517835,-0.010389738,0.203161283,0.280438725,0.185557608,-0.040142028,-0.143507143,-0.092129107,-0.425900191,-0.707226899,0.345347895,0.543404041,-0.343403609,0.092519578,0.302790955,0.114153056
O95831,-0.344759712,-0.176421688,-0.164100503,-0.131356216,-0.049043978,0.105003806,-0.014665325,-0.415532221,0.036852131,-0.380114963,-0.161201006,-0.352641566,-0.166650381,0.190093818,-0.131058527,-0.02439668,-0.087452219,0.274480207,-0.114221349,-0.385910769,0.084150588,0.064154167,0.358250286,-0.425159926,-0.350320041,0.223767859
O95881,0.382251643,-0.902763627,-1.16776684,0.100966106,-0.208923657,0.8780949,-0.019443906,-0.348798345,-0.203516925,-0.00817864,0.17703792,-0.169894554,0.663036361,0.237679491,-0.156545215,-0.300113856,-0.20109615,-0.417638595,0.078682964,-0.21792282,-0.518686624,0.268039342,0.033122207,1.004303512,0.064246764,-0.333424766
O95972,-0.048232148,-0.134583609,0.290673457,0.848184736,0.799546814,-1.094723379,0.545582644,0.238378927,0.565843483,0.765629197,-0.025845049,1.416120233,-0.336650914,-0.085870782,-0.151423615,-0.136988173,1.243958419,1.020705281,0.553151132,-0.320768947,-1.053641904,0.896059832,0.625539916,-0.504503964,-0.795468912,-0.569331545
O95988,-0.846333835,0.017385339,-0.203670211,0.625751049,-2.337295714,-0.619663864,1.280211256,0.47586728,-2.59385372,1.120632558,-0.033085943,0.393638158,-1.929268517,0.674089722,-0.748076156,-0.041994217,-0.173666263,-2.952276655,-0.653725078,0.25958993,0.605874586,-0.966058483,-0.229015601,-0.037967599,0.249345343,-0.297241721
O96000,1.439082281,-0.108050271,1.049049832,0.746982184,0.899337098,-0.058453107,0.061905853,1.061864821,-0.404345254,-1.067991573,-0.190831421,0.177728283,0.618331623,-0.341955321,0.653248237,0.630497341,-1.184740953,0.505223738,0.646626194,-0.945255428,0.32807345,0.701230525,0.144228113,0.981385808,-0.714437865,-0.439779866
O96008,1.088234603,-0.979204126,0.18561099,-0.347634475,-0.103893746,0.5474962,-0.120640454,-0.585261812,0.047019102,-0.700951651,-0.023530841,0.819576218,NA,0.559802369,NA,0.294861058,-0.328845145,0.90759529,-0.941046747,0.483853775,1.453890577,0.864489804,1.022032356,-0.661620179,-0.242997329,0.094936881
P00167,-0.536038674,-0.325529567,-1.814256973,-0.113095828,0.793950541,0.266871942,0.137005758,0.279226364,-0.729999427,-0.094583401,-0.846121503,0.0521322,0.528880116,-0.104988921,0.957914662,-0.277932694,-0.515095163,1.071858052,-0.611675909,-0.224713439,-1.821518588,1.093593679,-0.859986518,-0.274551018,-0.660308562,-0.942437823
P00338,1.419595138,-0.641567132,0.840431084,0.4687731,0.25722772,0.256466827,0.280699307,1.015519462,1.164166128,2.703896591,0.622333231,-0.482383034,NA,1.920011726,0.468106808,1.033189319,2.118256369,0.38493641,-0.717399861,3.051460672,NA,0.205194315,1.574266387,2.643834308,2.249207157,-0.322543789
P00367,0.456119369,-0.66373268,0.059475904,-0.209011354,0.296235414,1.024709829,0.655340445,-0.752327764,-0.821037609,-1.032287054,1.480495114,-0.487312698,2.349247813,-0.684173652,0.391619704,-1.090957386,-0.413960987,-0.811304297,1.050905418,1.151737643,0.282042776,0.32532122,0.039343126,0.006951474,-0.248750901,-1.674854727
P00387,-0.121833823,0.132644007,-0.555851209,-0.202353687,0.44389879,0.272280291,-0.47782969,-0.33231103,0.693553042,-0.416168281,0.219924729,-0.115740211,0.213299433,0.46147151,0.171758773,-0.049757915,0,1.370545848,-0.197212282,-0.240692809,-0.054507636,0.512067694,0.0640138,0.435250852,-0.531768418,-0.169377341
P00390,0.448884497,-0.619429434,-0.750609708,0.140942608,-0.113950583,-0.09429877,0.228056602,-0.228130236,-0.250469004,-0.200580981,-0.061184425,-0.086257563,0.152899598,-0.569253788,0.217294353,-0.224803764,0.038897483,-1.06842035,0.28309044,0.320934689,-0.197580012,0.170548058,0.387688708,-0.139376859,-0.235476593,-0.139186775
P00403,-1.383828489,-0.026740365,-0.006605116,0.214402884,0.786506471,-1.467505335,0.178877224,1.026037662,0.238894069,-0.632242636,0.057973481,-1.41386371,0.319074977,0.49969989,0.117913089,0.538773563,0.398134132,0.029068065,-0.378547784,-0.091054971,-0.314071525,0.396846135,0.146589716,-0.206442093,-0.264904697,-0.688296086
P00441,-0.838170101,-0.287203536,0.050304202,-0.116181237,0.491205893,0.306106584,0.186272315,-0.062487168,-0.508513762,-0.060753618,-0.177303499,0.143295832,-0.134839982,0.058455622,-0.005478725,-0.223068672,-0.119932286,-3.988091994,0.374714446,-0.219923775,0.128221442,-0.54368321,-0.278171774,0.92309231,0.102966139,0.424812652
P00492,-0.723865618,0.347657661,0.220145537,0.081822243,-0.601536944,0.659575557,-0.078505744,-0.285246202,-0.328185957,0.072597826,-0.040459656,-0.205734992,0.251727468,0.075191001,0.027196864,-0.511610824,-0.721307723,-0.517338716,-0.201970958,0.118262276,-0.185026605,-1.473717648,-0.385462804,0.04619632,-0.641745045,-0.191797755
P00505,-0.483458251,-0.067869588,-0.419879448,-0.240686028,-0.069857952,0.277741298,-0.090307569,-0.014819544,0.203850291,-0.103180968,0.048884616,-0.339798009,0.061828297,0.419472689,-0.431390529,-0.362684964,0.265057454,-0.19923916,0.375869565,0.03164113,-0.326010782,0.291138506,0.06161058,0.470836037,-0.42011536,0.147375061
P00558,-0.290174529,-0.065369078,-0.336025778,0.087038532,-0.077957348,0.471159442,0.38402694,0.050320536,-0.107733996,0.439717057,0.430474946,0.372457388,0.141851002,0.224613306,-0.456924312,-0.009503479,0.151201146,-4.773064689,-0.062354843,0.077159683,-0.177475843,-0.679215431,-0.132032461,0.448568832,0.003457888,0.012795767
P00568,-0.064524822,-0.473605694,0.169131199,0.90150379,-0.160686038,0.077430762,0.057172105,-0.707830621,-0.757867446,0.123524169,-0.091053954,-0.260146778,-0.261920304,0.145958345,-0.029352148,-0.512502798,-0.847611507,-5.507813884,-0.982988396,-0.187036429,-0.049430944,-1.626125758,-0.393267414,0.246180427,-0.050961961,-0.238644529
P01009,-0.381269667,0.950305524,-0.191487921,-0.924460013,-0.570010169,-0.484421317,0.027108704,0.679662848,0.378449891,0.483344559,-0.175830189,1.134570227,-0.31846074,-0.95454622,-0.438787488,-0.268215887,0.357836074,0.277808756,0.047683343,0.617345954,0,0.000843515,-0.831017583,0.563333771,-0.606392975,0.470589522
P01024,0.619798118,0.699319245,0.035286248,-1.319952574,0.198654653,1.448519757,-0.997176559,1.660421645,0.39675354,-1.308353298,-1.4986897,-0.501453096,2.278442005,-0.591107553,-0.639158203,0.482908446,1.257762313,NA,0.185805125,-0.427260995,-1.372818178,1.07918024,-0.142880866,1.235432222,-1.293325255,0.784412648
P01031,-0.334883587,-0.900770704,-0.803464575,-0.7424381,-0.685694705,-0.087745939,-1.472015902,0.127574127,0.326614331,-0.608007961,0.013559499,0.356374295,-1.259708427,-1.305133361,0.157634963,-0.931644826,0.290242597,-0.939597698,0.824730487,0.033427525,0.254742792,-0.542521759,-1.747394414,0.37863807,-0.290161534,-0.143327636
P01178,-0.87518935,1.020535531,-0.377613163,-1.589109406,0.987128963,0.848676847,-0.304033271,-1.715291933,-0.050849273,-3.307363434,0.767207524,-0.026015242,2.665312445,0.886785006,0.705755874,-0.141714271,-1.129751784,-1.019932369,-0.788263557,-0.365426732,1.192464607,0.378753323,1.293576409,0.441091979,-0.402006702,1.522839007
P01834,-1.967255435,0.863812253,-0.433005091,1.776371664,0.154402617,0.021521798,0.051211566,0.421097698,-0.078493024,0.783707334,0.122298089,1.642901401,-0.214300808,-0.756082277,-0.27978368,0.156116852,0.101736287,NA,-0.680449067,1.222613921,-0.11683838,-1.424692971,0.445046297,-0.000843715,1.394060979,-0.316780328
P01857,-0.083179829,-0.983870001,-0.429572382,1.168065274,0.699603316,1.229933294,0.807088849,0.598472331,0.046435538,0.912533297,0.577938751,1.212454425,-0.676764103,-0.250252266,0.159910087,0.016017335,0.089303968,-0.575070504,-0.332679399,0.679546225,0.024805187,0.12359436,0.562556593,0.131496136,1.593873882,-0.665579974
P01876,0.209389961,1.592428084,-0.878861855,0.432252884,-1.168715064,-0.126666354,-0.86822962,0.155036871,-1.613505023,0.152327415,-0.107462015,-1.201138981,-0.764051631,NA,-1.615470957,0.565287699,-0.584010888,NA,0.034558155,2.678067416,0.293202299,NA,0.727041278,3.030807298,-0.071489662,2.02827209
P02647,-0.662410121,0.634846148,-0.240881375,-0.015497495,-0.114653343,-0.22467754,-1.055434392,0.804443808,0.604636852,-0.132631588,1.152882,1.441986339,-0.7445279,-0.647836303,1.441663695,0.436668269,0.913090196,-0.015043351,0.935392886,1.315786598,0.994973682,0.26784893,-0.162136506,0.56295676,0.264988257,-0.443655887
P02649,-1.899075659,-0.000282113,-1.208968062,-1.337780606,0.213740259,-0.157292552,-0.920932659,0.081775501,0.630293786,-0.864009222,-0.546513314,0.107816323,-0.29801513,-0.4212936,0.823833602,-0.855267476,0.729961731,0.409327015,0.994098833,0.349206497,0.346885225,-1.274681959,-0.050295044,0.191463773,-1.651242644,-0.291883007
P02652,-1.466626929,-0.13453838,-1.296064359,-0.747115159,-1.6907607,-0.79145646,-1.479719692,-0.41819777,-0.099377108,-0.573420331,0.337350748,0.944557825,-0.931186472,-1.353487902,-0.054490068,-0.407785692,0.396014012,-0.703224115,0.761824542,0.390489184,0.115188525,-1.096690809,-0.762896491,-0.384826302,1.06198119,-0.324104405
P02748,-3.420702888,-1.200827425,-0.66852532,-1.458476391,-0.804561588,0,-0.675830221,0.523904958,0.319163329,-0.461927537,NA,0.365350959,NA,-1.310360647,-1.409980842,0.196822012,-0.106471978,NA,0.705938219,-0.632169817,0.48104436,-0.880066326,-0.283282948,1.330873651,-0.883257827,-0.626744161
P02751,-0.930037108,0.029953671,-0.510391341,-0.498110944,-0.136305478,-0.008174579,0.269806014,0.81667954,0.166229433,-0.195532607,0.418411181,-0.112374018,-0.744809701,0.139453635,0.294157218,0.19308221,-1.459092344,0.000600476,0.343677388,0.647100539,0.039647583,0.689232787,0.7815983,0.275900138,-0.262919296,0.588603133
P02768,0.938027064,2.023816374,0.596283198,-0.657997037,0,0.137271123,-0.598658177,-0.210554417,-0.596449716,2.292433815,-0.332640372,0.498821305,-1.308670539,-1.347273915,-0.481318862,-0.42942217,6.194835721,1.362899076,6.367731802,0.260594947,1.500896005,-0.074564159,-0.069721666,1.154403584,6.69066535,0.159062656
P02792,1.480026864,2.55941003,1.029895635,-0.75619901,1.277654383,0.880935735,1.619816929,-0.277675125,0.868955597,2.73685882,-1.077593526,2.399033237,2.74324242,-0.505107193,1.735279486,0.682217092,-1.137845168,-1.535833409,-1.22606898,-1.037785651,-1.120544209,-0.823640673,-0.648570306,0.724002487,-2.32000991,-0.228835855
P02794,1.990719275,2.338434244,1.582464697,-0.426984078,1.544711137,-0.231015367,1.767912034,-0.167265382,0.444202126,2.426156805,-2.276777266,2.123209609,2.175883158,-0.481997955,1.297030546,-0.264731381,-0.615570816,-1.613752958,-0.125281827,-0.269679264,-1.699051517,-1.28770418,-0.630054265,0.297737611,-1.660076957,-0.173423227
P04004,-1.787228605,-0.88849663,-0.011469135,-0.628565427,-0.272977365,-0.083751443,-0.600420308,1.155138204,-0.170726897,-0.766532354,0.433952068,-0.177307526,-2.045698723,-1.696013715,-0.134629323,-0.388887383,0.745794498,-0.094250293,0.740333323,0.080457063,0.3434299,0.147653861,-1.308879246,0.814458816,-1.102228851,-0.903938043
P04066,-1.651948803,-1.539633354,-0.5259542,0.055870761,0.049056291,0.861147275,0,0.089990139,-1.490851391,0.130519925,0.435575054,0.20081107,-1.038631173,-0.897082719,0.845502315,-0.13666928,0.637889404,0.882313417,-1.187860001,-0.426890995,0.114327222,0.178583995,-0.533332925,0.285013419,0.296157942,-1.030603109
P04075,-0.441370345,-0.538584176,0.093522489,-0.272656894,0.000120713,0.231029692,0.213013824,-0.382664053,-0.059147357,0.077130801,0.256629894,0.217955775,-0.291994241,0.473833688,0.332513314,-0.145157846,0.227363462,-2.286391244,-0.05378821,0.617077938,0.056432308,0.163175032,0.021659791,0.517660269,0.091308047,0.045907357
P04080,-0.718440775,0.095314195,-0.152129739,0.083572568,0.187875668,0.398549616,0.763322623,-0.134037958,-0.469146685,-0.385291792,-0.372379273,-0.652828792,0.987373465,0.331227712,-1.4823187,-0.795543342,0.092352056,NA,-0.146371818,-0.376847527,-0.450056672,-0.749472674,-0.392839745,0.809450397,-0.266502287,0.521302439
P04114,-1.168421361,0.151255681,-2.74198569,-0.633576489,-0.48287591,0.45702805,-2.156146913,0.518217535,0.885274365,-0.300191548,0.485666651,-0.201731613,-1.097430734,-0.958669492,0.159096074,-0.798985972,0.920494728,-0.426640294,0.749231985,-0.287604654,0.002864696,-0.037373094,-1.384534492,-0.666288121,0.768220366,0.474169197
P04179,-1.254560945,-0.349266853,0.003433901,-0.405866435,0.298196488,-0.016995672,0.161576723,0.433418195,0.021277268,0.54085203,-0.52873043,-0.382740155,-0.263077678,0.519961225,-0.492026148,-0.185923131,0.129786427,-0.913998369,-0.204399576,0.235760552,0.124321681,-0.329475576,-0.232251206,0.318295715,0.485673268,0.402624703
P04181,0.100456612,-0.246920274,-0.467126089,-0.502471095,0.166032976,-0.526112352,-0.173799481,0.011247845,-0.396652974,-0.480611012,0.13843547,-0.069414407,-0.329940111,0.02148266,0.240691156,0.381512312,-0.262257656,0.487499085,0.325915076,-0.338494969,0.025664631,0.482876903,-0.026148854,0.259430341,-0.16496866,0.166404378
P04264,3.927758644,-1.317295845,0.819937025,0.492374125,-0.353721152,1.56241414,-6.465387166,-4.995226317,0.901135794,3.30502887,1.460944307,0.336588451,-0.773773018,-0.63070671,2.762373288,-2.53785213,-2.033058395,1.765538025,-3.287933143,1.003226973,0.671501744,-6.530640091,2.239744516,2.630613793,2.324229709,-0.648851468
P04406,0.273299831,-0.010494478,-0.54068612,0.123561458,0.212774016,0.405164083,-0.220829952,0.316873793,0.074009638,0.38479203,0.210681932,-0.334711803,0.523918375,0.373108572,0.052719012,0.067995011,0.201708155,-3.007495132,0.264343068,-0.221745268,-0.410378724,-0.145976897,-0.172075202,0.390889457,0.144957509,-0.092134814
P04792,-1.19099077,0.643831044,0.769463371,0,-0.254979937,1.799689455,0.467109087,0.287115788,-0.331107877,-2.400995388,-2.102422482,1.236552458,1.078126902,-0.599779767,-1.284318483,-0.521046758,-1.371149016,-2.362685993,-0.209014942,-0.185880237,1.52202588,-1.011344213,0.903821967,0.943889939,-1.169417815,0.855831003
P04843,0.237152552,0.114168765,0.30530686,-0.256520822,0.656861343,-0.789252637,-0.664245529,-0.08560998,0.306114952,-0.202342221,-0.697337091,-0.433314371,-0.281424479,-0.264158469,-0.008392627,0.34600433,-0.997255774,0.550247434,-1.044816352,0.168278273,-0.007138232,0.252302846,0.220764243,-0.193215918,0.014695129,0.271545208
P04844-2,-0.302036391,-0.463283108,-0.118645981,-0.491093395,1.069477929,-0.450442752,-1.674853311,-0.333321302,0.671133663,0.297516296,-0.628733288,-0.121421564,-1.027365677,-1.082821955,-0.184525874,-0.226703035,-0.939955695,0.809934978,-0.30837201,0.33831835,0.727661881,0.136220969,0.638184512,0.150263454,0.073592284,-0.136934821
P04899,-1.894016039,NA,0.570896037,-0.864506003,-1.204544914,0.328023073,-0.028296044,0.338328158,1.897354812,-0.50087296,0.209786329,-0.297749019,NA,-1.50508857,0.557151478,-0.646642354,1.056513541,2.330017605,0.881171444,-0.581453949,0.041286436,-0.449106499,1.007856479,0.711254286,0.125212736,-0.601379789
P05023,-0.270551224,-1.097149102,0.114871657,-0.934745245,-0.926300952,0.097993045,-0.794963337,0.54846479,1.079108102,-0.730102602,-0.231089906,-0.327929086,-0.706568982,-0.513226483,0.384877769,-0.109241637,0.003372001,0.011676638,-0.136575505,0.215318804,-0.249578713,0.125321868,-0.344369863,0.543112712,-0.316316967,-0.89337582
P05026,-0.605790126,-0.526810726,0.0813304,-0.926716503,NA,NA,0.645501344,0.359254645,0.052417698,-1.676633819,0.715177681,-0.805707449,-0.712709392,-0.265020754,NA,0.700503742,-0.821733409,1.153534816,0.011509757,0.349930261,-0.375469723,-0.055066568,0.242948901,0.741085753,0.473928981,-0.752755749
P05089,0.520525399,0.784695116,0.539336347,0.067740582,-0.160590706,0.488024139,-0.537800832,-0.00297719,-0.686610605,-1.030176481,-0.104732322,-0.000459362,0.39534518,0.544841233,-0.642828903,-0.182669855,-0.590560926,0.546763066,0.297672705,-0.19465446,-0.102570064,-0.141425352,0.232047134,-0.152389185,-0.062295912,0.739653163
P05141,-0.147978002,-0.149965547,-0.692987656,0.766066452,0.190682428,-1.176300226,-0.72747772,-0.402388295,-0.001859356,-0.397531294,-0.095808947,0.075398681,-0.14889552,-0.173828242,-0.298122768,0.628708759,-0.794655734,1.054727605,0.668131166,0.201665938,0.53443477,-0.0639046,1.084537061,-0.364126636,0.207279422,0.295592376
P05362,-0.753964614,0.354227967,0.483183685,-0.069207487,0.44668429,-0.179659306,0.348557332,-0.476736794,-0.443906717,-0.982506662,-0.014627062,0.906181787,0.100556508,-0.290700945,0.362369102,0.183319272,0.547564993,0.934057202,0.300007308,-0.053506088,0.413926295,0.160435645,0.373091848,-0.311430803,0.505555335,0.938595553
P05386,0.892079977,0.439170729,0.438828866,0.51918227,1.270376013,0.033185633,-0.566704043,0.082179922,-0.113711552,0.415750683,0.175032621,-0.775243913,0.221471922,0.040073032,1.295736085,0.210844085,0.804821439,0.442781181,0.021105797,0.758700146,0.329954826,0.221272251,0.549853013,0.064516681,0.228374145,-0.413699695
P05387,0.078523709,0.219264416,-0.431170981,-0.567811752,0.369876173,0.297486914,-0.040430172,0.001576562,-0.359970483,0.729021711,-0.213023615,0.611391632,0.917062321,0.463511833,0.118233654,0.150013677,-0.189272915,-1.484738892,0.628564992,1.174458895,0.715149926,-0.899498138,-0.38215376,0.304233563,0.475496193,-0.089168823
P05388,0.063543652,1.130686717,0.685770391,0.600948948,0.335201362,-0.834249443,-1.436984244,-0.486548719,0.574758702,0.792903096,-1.027951491,0.195252793,NA,0.529391713,-0.63678175,0.018314371,0.106019425,0.01039847,0.194424447,0.510762601,-0.718059109,-0.073948507,0.639149857,0.058245253,0.660046744,-1.30132974
P05556,-1.488666652,-1.825973627,-0.581376725,-1.0939455,-0.52275286,0.019869149,-1.185158971,0.158712515,0.444993941,-0.496188464,-0.335411557,0.091585991,0.41876038,0.106974522,-0.068595706,-0.639896962,0,-0.131335986,0.2692382,0.368476368,0.058154436,0.201345052,0.080741514,0.583857772,-0.497667752,-0.205754595
P06396,-0.119405592,-0.401128124,-0.67701495,-0.054600222,-0.610990992,-0.011181216,-0.071368116,0.072517504,-0.132882602,-0.37273788,0.324192605,0.060996092,-0.429272071,-0.228035921,-0.203777481,-0.205228577,-0.295642738,-2.136371965,-0.127514178,-0.138709733,-0.184622132,-0.29930568,-0.046918509,0.132354229,0.019218938,-0.236160363
P06396-2,-0.253892376,-0.019649423,-0.929222775,-0.13116217,-0.632212736,0.217288314,-0.425348557,0.132609336,-0.132764592,-0.56883556,0.548285339,-0.400978119,-0.176511932,-0.230583338,-0.104027006,0.025456673,-0.055672768,-3.179360562,0.003152666,-0.201253913,-0.187598418,-0.072398759,-0.291073422,0.123365897,-0.084538438,-0.051247596
P06493,0.456130354,1.101790424,0.080494872,0.743509115,-0.168437854,0.506496527,0.034072801,0.474248041,-0.347528314,0.427082474,-0.55478758,0.377584229,-0.695825933,-0.430912192,NA,0.055671579,-0.365804034,-0.802771812,-0.71566595,-0.260167478,-0.882995673,-0.456936182,0.512156648,-1.266704981,-0.328424852,0.064519411
P06576,-0.129188951,-0.558556751,-0.600254384,-0.084922456,0.239292136,0.016416072,-0.12566099,0.401864821,0.189195902,-0.144690786,-0.087416005,-0.11065559,0.115447604,0.104070672,0.168276313,-0.186516738,-0.080514712,-0.153083498,0.315937968,-0.219182598,-0.167224636,0.475521449,-0.040189926,0.358147401,-0.067852132,0.068292619
